,Algorithm,Chi-squared,Df,Max Prob,Max Selection Prob Ratio,Mean Prob,Min Prob,Number of samples,P-value,PRNG,Pop size,Range,Range P-value,Sample size,reps,seed
112,PIKK,291.28628,285,0.003651,1.1000301295570956,0.0034965034965034965,0.003319,286.0,0.3861876592271075,MT,13,332,0.547999450103155,10,1000000,233424280
113,Random_Sample,289.045184,285,0.003668,1.0906928337793635,0.0034965034965034965,0.003363,286.0,0.42209591809695773,MT,13,305,0.8562960948772236,10,1000000,233424280
114,sample_by_index,254.925384,285,0.003644,1.0816265954289106,0.003496503496503496,0.003369,286.0,0.8995091329682735,MT,13,275,0.9896073880276911,10,1000000,233424280
115,Algorithm_R,293.9515672,285,0.0035958,1.0499912398528295,0.0034965034965034965,0.0034246,286.0,0.34496843105563424,MT,13,856,0.09342080408524644,10,5000000,233424280
116,FYKD,295.102088,285,0.0035694,1.0438062931336998,0.0034965034965034965,0.0034196,286.0,0.3277703952948042,MT,13,749,0.5102952643594012,10,5000000,233424280
117,PIKK,235.23096239999995,285,0.0035558,1.0336627906976745,0.0034965034965034965,0.00344,286.0,0.9857984574858321,MT,13,579,0.9989793446117367,10,5000000,233424280
118,Random_Sample,292.010428,285,0.0035648,1.039724668961092,0.0034965034965034965,0.0034286,286.0,0.3748130539245001,MT,13,681,0.860102583547741,10,5000000,233424280
119,sample_by_index,277.52796,285,0.0035678,1.0424238882720738,0.003496503496503496,0.0034226,286.0,0.6132337279445308,MT,13,726,0.6412646398313369,10,5000000,233424280
120,Algorithm_R,271.46484080000005,285,0.0035564,1.0323966558290756,0.0034965034965034965,0.0034448,286.0,0.7081942032191841,MT,13,1116,0.3026204107109941,10,10000000,233424280
121,FYKD,279.3721116,285,0.003548,1.032085405940018,0.0034965034965034965,0.0034377,286.0,0.5829013889720656,MT,13,1103,0.3456527696824907,10,10000000,233424280
122,PIKK,250.9323288,285,0.0035489,1.0313571636152281,0.0034965034965034965,0.003441,286.0,0.9278418223212902,MT,13,1079,0.43288594914952205,10,10000000,233424280
123,Random_Sample,282.2763844,285,0.0035492,1.0299776546040222,0.0034965034965034965,0.0034459,286.0,0.5344633612066415,MT,13,1033,0.6161590983415683,10,10000000,233424280
124,sample_by_index,306.7376784,285,0.0035574,1.035271520866073,0.003496503496503496,0.0034362,286.0,0.17981352481559776,MT,13,1212,0.09153919058877547,10,10000000,233424280
125,Algorithm_R,261.43556,285,0.00401,1.3104575163398693,0.0034965034965034965,0.00306,286.0,0.8382951404887169,MT,13,95,0.8924573886496382,10,100000,429496729
126,FYKD,276.7194,285,0.00401,1.3366666666666664,0.0034965034965034965,0.003,286.0,0.6263709524218288,MT,13,101,0.7062492933802603,10,100000,429496729
127,PIKK,238.71,285,0.00397,1.332214765100671,0.003496503496503496,0.00298,286.0,0.9786558868232409,MT,13,99,0.7781790228888004,10,100000,429496729
128,Random_Sample,264.82752,285,0.00404,1.3377483443708609,0.0034965034965034965,0.00302,286.0,0.7988825405921833,MT,13,102,0.6677682974408733,10,100000,429496729
129,sample_by_index,296.71652,285,0.00401,1.3104575163398693,0.0034965034965034965,0.00306,286.0,0.30431965859495286,MT,13,95,0.8924573886496382,10,100000,429496729
130,Algorithm_R,269.044704,285,0.003752,1.141813755325624,0.0034965034965034965,0.003286,286.0,0.7431631149683755,MT,13,233,0.579826153704255,10,500000,429496729
131,FYKD,291.96932000000004,285,0.003734,1.1439950980392157,0.0034965034965034965,0.003264,286.0,0.3754554572888457,MT,13,235,0.5436542499848038,10,500000,429496729
132,PIKK,299.8,285,0.00377,1.174454828660436,0.0034965034965034965,0.00321,286.0,0.2619658645893279,MT,13,280,0.05035606358927458,10,500000,429496729
133,Random_Sample,206.58116,285,0.003658,1.1193390452876375,0.0034965034965034965,0.003268,286.0,0.9998511662900869,MT,13,195,0.9885983501540424,10,500000,429496729
134,sample_by_index,269.93588,285,0.003738,1.1334141904184354,0.0034965034965034965,0.003298,286.0,0.7305198870146169,MT,13,220,0.7985074236216183,10,500000,429496729
135,Algorithm_R,244.909664,285,0.003627,1.0813953488372092,0.0034965034965034965,0.003354,286.0,0.9587917635757639,MT,13,273,0.9918865482086804,10,1000000,429496729
136,FYKD,290.738304,285,0.003655,1.1028968014484006,0.003496503496503496,0.003314,286.0,0.39487377321401484,MT,13,341,0.4354181914682833,10,1000000,429496729
137,PIKK,268.345648,285,0.003649,1.1135184620079341,0.003496503496503496,0.003277,286.0,0.7528791919219239,MT,13,372,0.1486403498428559,10,1000000,429496729
138,Random_Sample,270.1137,285,0.003685,1.1009859575739467,0.0034965034965034965,0.003347,286.0,0.7279637097445659,MT,13,338,0.4721958307875387,10,1000000,429496729
139,sample_by_index,284.037324,285,0.00369,1.0991957104557641,0.0034965034965034965,0.003357,286.0,0.5049592802956064,MT,13,333,0.5352357196166493,10,1000000,429496729
140,Algorithm_R,304.2480248,285,0.0035746,1.0457550757708736,0.0034965034965034965,0.0034182,286.0,0.20710170251991478,MT,13,782,0.3357219400656126,10,5000000,429496729
141,FYKD,287.69914959999994,285,0.0035652,1.0403268164575432,0.0034965034965034965,0.003427,286.0,0.44409047329960943,MT,13,691,0.8194891883669269,10,5000000,429496729
142,PIKK,286.35369119999996,285,0.0035738,1.0431406888499708,0.0034965034965034965,0.003426,286.0,0.46631846799848287,MT,13,739,0.567299613436254,10,5000000,429496729
143,Random_Sample,297.7431264,285,0.0035768,1.0485459662288932,0.0034965034965034965,0.0034112,286.0,0.28985010361522107,MT,13,828,0.15933085248406464,10,5000000,429496729
144,sample_by_index,266.8272128,285,0.0035762,1.0429888007466168,0.0034965034965034965,0.0034288,286.0,0.7733434580466154,MT,13,737,0.5787432431431219,10,5000000,429496729
145,Algorithm_R,293.5960356,285,0.0035556,1.0320445837687218,0.0034965034965034965,0.0034452,286.0,0.3503596609343319,MT,13,1104,0.3422281941647146,10,10000000,429496729
146,FYKD,311.2906268,285,0.0035518,1.0310912416175573,0.0034965034965034965,0.0034447,286.0,0.13637209674649342,MT,13,1071,0.4637750682591546,10,10000000,429496729
147,PIKK,288.7822552,285,0.0035621,1.0373034362259754,0.003496503496503496,0.003434,286.0,0.4263700622352033,MT,13,1281,0.03184492776975023,10,10000000,429496729
148,Random_Sample,304.3036468,285,0.0035666,1.0344267525160242,0.0034965034965034965,0.0034479,286.0,0.20646480558627867,MT,13,1187,0.1292295128851747,10,10000000,429496729
149,sample_by_index,267.7753836,285,0.0035392,1.0300649029366395,0.0034965034965034965,0.0034359,286.0,0.7606694275781329,MT,13,1033,0.6161590983415683,10,10000000,429496729
150,Algorithm_R,24159.02928,26665,0.00013,12.999999999999998,3.75009375234381e-05,1e-05,27405.0,1.0,MT,30,12,1.0,4,100000,100
151,FYKD,24530.608699999997,26716,0.00013,12.999999999999998,3.742935209791519e-05,1e-05,27405.0,1.0,MT,30,12,1.0,4,100000,100
152,PIKK,24054.595,26709,0.00013,12.999999999999998,3.7439161362785484e-05,1e-05,27405.0,1.0,MT,30,12,1.0,4,100000,100
153,Random_Sample,24517.69224,26667,0.00017,17.0,3.749812509374532e-05,1e-05,27405.0,1.0,MT,30,16,0.28968213491320816,4,100000,100
154,sample_by_index,24130.23224,26690,0.00013,12.999999999999998,3.74658124461429e-05,1e-05,27405.0,1.0,MT,30,12,1.0,4,100000,100
155,Algorithm_R,27484.09546,27404,7.6e-05,9.500000000000002,3.6489691662105454e-05,8e-06,27405.0,0.36518248192645947,MT,30,34,0.688295435471493,4,500000,100
156,FYKD,27527.833840000003,27404,7.4e-05,7.399999999999999,3.6489691662105454e-05,1e-05,27405.0,0.29770756396084325,MT,30,32,0.9999819844732865,4,500000,100
157,PIKK,27677.68438,27404,7.4e-05,7.399999999999999,3.6489691662105454e-05,1e-05,27405.0,0.12140086553494021,MT,30,32,0.9999819844732865,4,500000,100
158,Random_Sample,27515.446780000002,27404,7.6e-05,19.000000000000004,3.6489691662105454e-05,4e-06,27405.0,0.31623784823483103,MT,30,36,0.25127197494842646,4,500000,100
159,sample_by_index,27739.071580000003,27404,8.6e-05,8.6,3.6489691662105454e-05,1e-05,27405.0,0.07660232430205688,MT,30,38,0.0544928552126851,4,500000,100
160,Algorithm_R,27790.48799,27404,6.6e-05,5.5,3.6489691662105454e-05,1.2e-05,27405.0,0.049879720186962885,MT,30,54,0.04646359996543403,4,1000000,100
161,FYKD,27453.73535,27404,6.4e-05,5.333333333333333,3.6489691662105454e-05,1.2e-05,27405.0,0.4148204225141625,MT,30,52,0.14665334231730998,4,1000000,100
162,PIKK,27544.391090000005,27404,6.7e-05,4.466666666666667,3.6489691662105454e-05,1.5e-05,27405.0,0.2737526124721575,MT,30,52,0.14665334231730998,4,1000000,100
163,Random_Sample,27059.59664,27404,6.3e-05,4.2,3.6489691662105454e-05,1.5e-05,27405.0,0.9298222649627103,MT,30,48,0.7019039002093259,4,1000000,100
164,sample_by_index,27559.409029999995,27404,6.2e-05,4.76923076923077,3.6489691662105454e-05,1.3e-05,27405.0,0.2528904337281562,MT,30,49,0.5329091430150781,4,1000000,100
165,Algorithm_R,27371.469694,27404,4.74e-05,1.8091603053435115,3.6489691662105454e-05,2.62e-05,27405.0,0.5541524123483419,MT,30,106,0.7930491151766947,4,5000000,100
166,FYKD,27564.203577999993,27404,4.8e-05,1.8461538461538463,3.6489691662105454e-05,2.6e-05,27405.0,0.24641232159891702,MT,30,110,0.5002606562363733,4,5000000,100
167,PIKK,27319.334422,27404,4.74e-05,1.7686567164179103,3.6489691662105454e-05,2.68e-05,27405.0,0.6402666959651727,MT,30,103,0.937047086255181,4,5000000,100
168,Random_Sample,27362.754903999994,27404,4.78e-05,1.8244274809160306,3.6489691662105454e-05,2.62e-05,27405.0,0.5688385258815734,MT,30,108,0.6523668963654276,4,5000000,100
169,sample_by_index,27276.341458,27404,4.68e-05,1.7593984962406015,3.6489691662105454e-05,2.66e-05,27405.0,0.7065351786625381,MT,30,101,0.9999868739224157,4,5000000,100
170,Algorithm_R,27505.109887999995,27404,4.49e-05,1.597864768683274,3.6489691662105454e-05,2.81e-05,27405.0,0.3320696940332295,MT,30,168,0.0785198891831641,4,10000000,100
171,FYKD,27782.706094999998,27404,4.41e-05,1.5693950177935945,3.6489691662105454e-05,2.81e-05,27405.0,0.053362856494589155,MT,30,160,0.2896801185759388,4,10000000,100
172,PIKK,27431.193122,27404,4.42e-05,1.5136986301369861,3.6489691662105454e-05,2.92e-05,27405.0,0.45265201597334126,MT,30,150,0.788841831838106,4,10000000,100
173,Random_Sample,27281.331619999997,27404,4.54e-05,1.5286195286195285,3.6489691662105454e-05,2.97e-05,27405.0,0.6991335909295537,MT,30,157,0.4261041739454615,4,10000000,100
174,sample_by_index,27101.198554999995,27404,4.47e-05,1.5739436619718312,3.6489691662105454e-05,2.84e-05,27405.0,0.9024008915814742,MT,30,163,0.1852329244133929,4,10000000,100
175,Algorithm_R,23856.65978,26726,0.00014,13.999999999999998,3.741534777565758e-05,1e-05,27405.0,1.0,MT,30,13,0.9999999999999999,4,100000,233424280
176,FYKD,24017.099899999997,26744,0.00014,13.999999999999998,3.7390166386240424e-05,1e-05,27405.0,1.0,MT,30,13,0.9999999999999999,4,100000,233424280
177,PIKK,24002.624679999997,26673,0.00012,12.0,3.748969033515784e-05,1e-05,27405.0,1.0,MT,30,11,1.0,4,100000,233424280
178,Random_Sample,23901.550639999994,26747,0.00016,16.0,3.738597278301181e-05,1e-05,27405.0,1.0,MT,30,15,0.788844092805082,4,100000,233424280
179,sample_by_index,24254.3175,26706,0.00014,13.999999999999998,3.7443366907552335e-05,1e-05,27405.0,1.0,MT,30,13,0.9999999999999999,4,100000,233424280
180,Algorithm_R,27246.220060000003,27404,7.6e-05,12.666666666666668,3.648969166210546e-05,6e-06,27405.0,0.7493361221271684,MT,30,35,0.4501568544685629,4,500000,233424280
181,FYKD,27351.236019999997,27404,7.4e-05,12.333333333333332,3.6489691662105454e-05,6e-06,27405.0,0.5881064707732304,MT,30,34,0.688295435471493,4,500000,233424280
182,PIKK,27287.65642,27404,7.8e-05,19.5,3.6489691662105454e-05,4e-06,27405.0,0.6896347238150264,MT,30,37,0.12320114235263313,4,500000,233424280
183,Random_Sample,27298.618420000003,27404,7.6e-05,12.666666666666668,3.6489691662105454e-05,6e-06,27405.0,0.6728745652858024,MT,30,35,0.4501568544685629,4,500000,233424280
184,sample_by_index,27182.969320000004,27404,7.8e-05,13.0,3.6489691662105454e-05,6e-06,27405.0,0.8273712565000378,MT,30,36,0.25127197494842646,4,500000,233424280
185,Algorithm_R,27801.34037,27404,6.4e-05,4.923076923076923,3.6489691662105454e-05,1.3e-05,27405.0,0.04532870117926989,MT,30,51,0.24117470360195692,4,1000000,233424280
186,FYKD,27367.57403,27404,6.3e-05,4.2,3.6489691662105454e-05,1.5e-05,27405.0,0.5607274017354513,MT,30,48,0.7019039002093259,4,1000000,233424280
187,PIKK,27978.97958,27404,6.8e-05,4.533333333333333,3.6489691662105454e-05,1.5e-05,27405.0,0.007305406431456939,MT,30,53,0.0844730661223354,4,1000000,233424280
188,Random_Sample,27573.22115,27404,6.1e-05,4.357142857142857,3.6489691662105454e-05,1.4e-05,27405.0,0.23447520166668553,MT,30,47,0.8466226034396095,4,1000000,233424280
189,sample_by_index,27267.436159999997,27404,6.2e-05,4.133333333333334,3.6489691662105454e-05,1.5e-05,27405.0,0.7195321375037773,MT,30,47,0.8466226034396095,4,1000000,233424280
190,Algorithm_R,27521.418891999998,27404,4.72e-05,1.8153846153846156,3.6489691662105454e-05,2.6e-05,27405.0,0.3072416825907299,MT,30,106,0.7930491151766947,4,5000000,233424280
191,FYKD,27126.019551999998,27404,4.78e-05,1.7573529411764708,3.6489691662105454e-05,2.72e-05,27405.0,0.8826966582616819,MT,30,103,0.937047086255181,4,5000000,233424280
192,PIKK,27234.916059999996,27404,4.82e-05,1.8120300751879699,3.6489691662105454e-05,2.66e-05,27405.0,0.7645082451551191,MT,30,108,0.6523668963654276,4,5000000,233424280
193,Random_Sample,27462.180244,27404,4.8e-05,1.8045112781954888,3.6489691662105454e-05,2.66e-05,27405.0,0.40083475009375724,MT,30,107,0.7256795134300772,4,5000000,233424280
194,sample_by_index,27404.399542,27404,4.78e-05,1.7969924812030076,3.6489691662105454e-05,2.66e-05,27405.0,0.4981831120303556,MT,30,106,0.7930491151766947,4,5000000,233424280
195,Algorithm_R,27225.721394,27404,4.48e-05,1.5774647887323943,3.6489691662105454e-05,2.84e-05,27405.0,0.77646873214876,MT,30,164,0.15766617651571702,4,10000000,233424280
196,FYKD,27339.490511,27404,4.72e-05,1.6054421768707483,3.6489691662105454e-05,2.94e-05,27405.0,0.6075422851572363,MT,30,178,0.010270183597118954,4,10000000,233424280
197,PIKK,27303.376201999996,27404,4.47e-05,1.5739436619718312,3.6489691662105454e-05,2.84e-05,27405.0,0.6654890802526128,MT,30,163,0.1852329244133929,4,10000000,233424280
198,Random_Sample,27830.971781,27404,4.51e-05,1.534013605442177,3.6489691662105454e-05,2.94e-05,27405.0,0.03458887858285579,MT,30,157,0.4261041739454615,4,10000000,233424280
199,sample_by_index,27644.617780999997,27404,4.42e-05,1.5136986301369861,3.6489691662105454e-05,2.92e-05,27405.0,0.1520582003974187,MT,30,150,0.788841831838106,4,10000000,233424280
200,Algorithm_R,24495.146860000004,26680,0.00014,13.999999999999998,3.747985457816425e-05,1e-05,27405.0,1.0,MT,30,13,0.9999999999999999,4,100000,429496729
201,FYKD,23972.3552,26679,0.00015,14.999999999999998,3.7481259370314854e-05,1e-05,27405.0,1.0,MT,30,14,0.9999996883160265,4,100000,429496729
202,PIKK,23989.54556,26721,0.00014,13.999999999999998,3.742234862659981e-05,1e-05,27405.0,1.0,MT,30,13,0.9999999999999999,4,100000,429496729
203,Random_Sample,23900.770859999997,26712,0.00013,12.999999999999998,3.7434956762624945e-05,1e-05,27405.0,1.0,MT,30,12,1.0,4,100000,429496729
204,sample_by_index,24106.671500000004,26680,0.00015,14.999999999999998,3.747985457816424e-05,1e-05,27405.0,1.0,MT,30,14,0.9999996883160265,4,100000,429496729
205,Algorithm_R,27487.274439999997,27404,8e-05,20.000000000000004,3.648969166210546e-05,4e-06,27405.0,0.36009978470729437,MT,30,38,0.0544928552126851,4,500000,429496729
206,FYKD,27304.97638,27404,7.4e-05,9.25,3.6489691662105454e-05,8e-06,27405.0,0.6629906816704603,MT,30,33,0.8841623921667964,4,500000,429496729
207,PIKK,27175.62478,27404,7.4e-05,7.399999999999999,3.6489691662105454e-05,1e-05,27405.0,0.8353123199946637,MT,30,32,0.9999819844732865,4,500000,429496729
208,Random_Sample,27211.3609,27404,7.8e-05,9.75,3.6489691662105454e-05,8e-06,27405.0,0.7944445106199775,MT,30,35,0.4501568544685629,4,500000,429496729
209,sample_by_index,27448.468960000002,27404,7.6e-05,38.00000000000001,3.6489691662105454e-05,2e-06,27405.0,0.42359980382633017,MT,30,37,0.12320114235263313,4,500000,429496729
210,Algorithm_R,27667.93283,27404,6.5e-05,4.333333333333333,3.6489691662105454e-05,1.5e-05,27405.0,0.12994966121634716,MT,30,50,0.3720868947156917,4,1000000,429496729
211,FYKD,27458.174959999997,27404,6.3e-05,4.5,3.6489691662105454e-05,1.4e-05,27405.0,0.40745291896895464,MT,30,49,0.5329091430150781,4,1000000,429496729
212,PIKK,27138.523040000004,27404,6.6e-05,4.125000000000001,3.6489691662105454e-05,1.6e-05,27405.0,0.8717728019438697,MT,30,50,0.3720868947156917,4,1000000,429496729
213,Random_Sample,27355.07735,27404,6.3e-05,4.2,3.6489691662105454e-05,1.5e-05,27405.0,0.5817015410870064,MT,30,48,0.7019039002093259,4,1000000,429496729
214,sample_by_index,27392.512580000002,27404,6.5e-05,4.642857142857142,3.6489691662105454e-05,1.4e-05,27405.0,0.5184354770623356,MT,30,51,0.24117470360195692,4,1000000,429496729
215,Algorithm_R,27313.23955,27404,4.8e-05,1.8181818181818181,3.6489691662105454e-05,2.64e-05,27405.0,0.6499781619758269,MT,30,108,0.6523668963654276,4,5000000,429496729
216,FYKD,27539.878899999996,27404,4.7e-05,1.8503937007874014,3.6489691662105454e-05,2.54e-05,27405.0,0.28018450383933113,MT,30,108,0.6523668963654276,4,5000000,429496729
217,PIKK,27683.26186,27404,4.8e-05,1.9047619047619049,3.6489691662105454e-05,2.52e-05,27405.0,0.11669382842705671,MT,30,114,0.2431694332500728,4,5000000,429496729
218,Random_Sample,27355.015731999996,27404,4.7e-05,1.7938931297709924,3.6489691662105454e-05,2.62e-05,27405.0,0.5818044525168742,MT,30,104,0.9000213697743328,4,5000000,429496729
219,sample_by_index,27803.942517999996,27404,4.7e-05,1.7407407407407407,3.6489691662105454e-05,2.7e-05,27405.0,0.04428884244504683,MT,30,100,0.9999977394907433,4,5000000,429496729
220,Algorithm_R,27168.806689999998,27404,4.44e-05,1.5257731958762888,3.6489691662105454e-05,2.91e-05,27405.0,0.8424700675688245,MT,30,153,0.6382207737569743,4,10000000,429496729
221,FYKD,27538.483696999996,27404,4.57e-05,1.5923344947735192,3.6489691662105454e-05,2.87e-05,27405.0,0.28218815331242564,MT,30,170,0.05387941482769498,4,10000000,429496729
222,PIKK,27375.254036000002,27404,4.42e-05,1.5034013605442176,3.6489691662105454e-05,2.94e-05,27405.0,0.5477515995236879,MT,30,148,0.8698331306760047,4,10000000,429496729
223,Random_Sample,27416.816458999994,27404,4.42e-05,1.483221476510067,3.6489691662105454e-05,2.98e-05,27405.0,0.47703991113377336,MT,30,144,0.9999516650203011,4,10000000,429496729
224,sample_by_index,27460.752155,27404,4.44e-05,1.505084745762712,3.6489691662105454e-05,2.95e-05,27405.0,0.40319123548143243,MT,30,149,0.8318355395510985,4,10000000,429496729
